psycho,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95ba_Psycho.txt,54215,1,1960
the public eye,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95bb_The_Public_Eye.txt,105187,,
quills,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95bd_Quills.txt,180073,,
raging bull,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95bf_Raging_Bull.txt,81398,1,1980
raising arizona,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95c1_Raising_Arizona.txt,93822,3,1987
rear window,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95c2_Rear_Window.txt,47396,3,1954
ride the high country,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95c5_Ride_the_High_Country.txt,56412,,
rocky,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95c6_Rocky.txt,75148,1,1976
schindler s list,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95ca_Schindler_s_List.txt,108052,3,1993
the searchers,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95cc_The_Searchers.txt,49730,3,1956
sense and sensibility,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95cd_Sense_and_Sensibility.txt,114388,3,1995
the siege,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95d5_The_Siege.txt,133952,,
the silence of the lambs,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95d7_The_Silence_of_the_Lambs.txt,102926,3,1991
the sixth sense,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95d9_The_Sixth_Sense.txt,167404,3,1999
slash,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95da_Slash.txt,301848,,
sling blade,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95db_Sling_Blade.txt,117666,,
smokin  aces,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95de_Smokin__Aces.txt,475394,3,2006
some like it hot,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95e1_Some_Like_It_Hot.txt,53291,3,1959
stalag 17,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95e3_Stalag_17.txt,46359,0,1953
the sting,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95ed_The_Sting.txt,70735,1,1973
stolen summer,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95ee_Stolen_Summer.txt,286162,,
swingers,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95ef_Swingers.txt,117802,2,1996
the talented mr  ripley,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95f0_The_Talented_Mr__Ripley.txt,134119,3,1999
tall in the saddle,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95f1_Tall_in_the_Saddle.txt,37343,,
the terminator,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95f3_The_Terminator.txt,88247,3,1984
thelma louise,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95f5_Thelma_Louise.txt,103074,3,1991
there s something about mary,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95f6_There_s_Something_About_Mary.txt,129387,3,1998
thirteen days,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95f9_Thirteen_Days.txt,146309,1,2000
thunderheart,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95fa_Thunderheart.txt,105585,,
twin peaks  fire walk with me,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95fe_Twin_Peaks__Fire_Walk_With_Me.txt,105665,3,1992
unbreakable,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95ff_Unbreakable.txt,217869,0,2000
under fire,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9600_Under_Fire.txt,86510,,
the usual suspects,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9602_The_Usual_Suspects.txt,114814,1,1995
the verdict,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9603_The_Verdict.txt,84855,1,1982
what about bob ,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9608_What_About_Bob_.txt,827813,,
what lies beneath,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9609_What_Lies_Beneath.txt,161081,3,2000
wild at heart,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a960c_Wild_at_Heart.txt,100935,2,1990
the wild one,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a960d_The_Wild_One.txt,47677,1,1953
wild things,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a960e_Wild_Things.txt,120890,3,1998
witness,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a960f_Witness.txt,90329,3,1985
the x files,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9612_The_X_Files.txt,120902,3,1998
10 things i hate about you,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9617_10_Things_I_Hate_About_You.txt,147800,3,1999
1492 conquest of paradise,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9618_1492_Conquest_of_Paradise.txt,103594,,
15 minutes,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9619_15_Minutes.txt,179626,,
48 hrs ,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a961b_48_Hrs_.txt,83511,2,1982
lord of war,agarwal,./data/agarwal2015_screenplays/pass/51e301ba1f7f8ee49901b6f0_Lord_of_War.txt,399295,2,2005
blade ii,agarwal,./data/agarwal2015_screenplays/pass/51e301ba1f7f8ee49901b801_Blade_II.txt,187738,1,2002
jay and silent bob strike back,agarwal,./data/agarwal2015_screenplays/pass/51e301bb1f7f8ee49901b875_Jay_and_Silent_Bob_Strike_Back.txt,261392,3,2001
apt pupil,agarwal,./data/agarwal2015_screenplays/pass/51e301bb1f7f8ee49901b93d_Apt_Pupil.txt,118636,1,1998
godzilla,agarwal,./data/agarwal2015_screenplays/pass/51e301bb1f7f8ee49901b94f_Godzilla.txt,831387,2,2014
sphere,agarwal,./data/agarwal2015_screenplays/pass/51e301bb1f7f8ee49901b976_Sphere.txt,120184,1,1998
bound,agarwal,./data/agarwal2015_screenplays/pass/51e301bc1f7f8ee49901b9c6_Bound.txt,115736,3,1996
true lies,agarwal,./data/agarwal2015_screenplays/pass/51e301bc1f7f8ee49901ba77_True_Lies.txt,111503,3,1994
cliffhanger,agarwal,./data/agarwal2015_screenplays/pass/51e301bc1f7f8ee49901ba7f_Cliffhanger.txt,106582,1,1993
the haunting,agarwal,./data/agarwal2015_screenplays/pass/51e301bf1f7f8ee49901bd81_The_Haunting.txt,171363,3,1999
the ladykillers,agarwal,./data/agarwal2015_screenplays/pass/51e301bf1f7f8ee49901be0d_The_Ladykillers.txt,335245,,
,agarwal,./data/agarwal2015_screenplays/pass/bow.txt,,,
,agarwal,./data/agarwal2015_screenplays/pass/properties.txt,,,
,agarwal,./data/agarwal2015_screenplays/pass/test.screen,,,
